Period,OTP,Ctl OTP,TTL FLT,DLY FLT,Ctl DLY FLT,TTL PAX,DLY PAX,Ctl DLY PAX,DLY Cnt,AE,AF,AG,AT,AZ,EZ,FF,GB,GF,GZ,PH,PS,RA,RL,TN,TZ,WG
Overall,78.87,98.7,691,146,9,103136,25845,1751,225,1,121,1,70,1,2,1,1,4,2,2,1,9,1,1,2,5
