Period,OTP,Ctl OTP,TTL FLT,DLY FLT,Ctl DLY FLT,TTL PAX,DLY PAX,Ctl DLY PAX,DLY Cnt,AE,AF,AG,AM,AS,AT,AX,AZ,CD,CI,DF,DG,EZ,FF,FL,FR,FZ,GB,GD,GF,GT,GZ,MX,PB,PD,PH,PL,PS,PW,PZ,RA,RL,RZ,SG,TC,TD,TN,TZ,WG,WO,WZ
Overall,81.65,99.94,6985,1282,4,1168876,238549,799,2133,1,980,22,14,15,704,2,5,1,1,1,2,11,1,1,2,32,20,1,21,1,4,13,3,1,9,2,5,4,3,113,37,3,48,4,4,9,15,11,5,2
