Period,OTP,Ctl OTP,TTL FLT,DLY FLT,Ctl DLY FLT,TTL PAX,DLY PAX,Ctl DLY PAX,DLY Cnt,AF,AT,AX,AG,GB,CD,TC,AZ,FZ,MX,RA,GF,TZ,TN,RL,FL,PW,PS,RZ,PL,PH,SG,PB,DG,EZ,FR,WZ,PZ,GZ,FF,WG,AE,TD,GD,AS,AM,CI,WO,DF,PD,GT,FT
2023-06-11,91.3,100.0,23,2,0,4257,365,0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-12,81.82,100.0,22,4,0,4094,671,0,5.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-06-13,72.73,90.91,22,6,2,3972,1283,487,13.0,4.0,5.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
2023-06-14,91.3,95.65,23,2,1,4291,546,282,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-15,59.09,100.0,22,9,0,4177,1862,0,14.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2023-06-16,82.61,100.0,23,4,0,4549,903,0,8.0,2.0,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-06-17,72.73,100.0,22,6,0,4576,1323,0,12.0,6.0,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18,78.26,95.65,23,5,1,4755,1039,147,10.0,3.0,3.0,,,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
2023-06-19,73.91,100.0,23,6,0,4690,1321,0,11.0,5.0,4.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-06-20,65.0,90.0,20,7,2,3608,1409,558,13.0,5.0,3.0,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-06-21,86.96,100.0,23,3,0,4329,546,0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-22,72.73,95.45,22,6,1,4657,1182,182,13.0,6.0,5.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-23,78.26,95.65,23,5,1,4446,1191,242,11.0,4.0,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-06-24,85.71,95.24,21,3,1,3767,402,155,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
2023-06-25,91.3,100.0,23,2,0,4162,448,0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-06-26,95.65,100.0,23,1,0,4116,166,0,3.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-27,95.24,100.0,21,1,0,3327,208,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-28,78.26,95.65,23,5,1,4024,789,178,11.0,5.0,3.0,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-06-29,90.91,95.45,22,2,1,3708,525,293,4.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,70.83,95.83,24,7,1,4479,1425,301,12.0,3.0,4.0,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,
2023-07-01,72.73,100.0,44,12,0,8754,3188,0,14.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
2023-07-02,62.5,100.0,24,9,0,4476,1770,0,14.0,6.0,4.0,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
2023-07-03,73.91,95.65,23,6,1,4300,1208,160,11.0,3.0,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
2023-07-04,80.95,95.24,21,4,1,3618,662,178,6.0,4.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,82.61,100.0,23,4,0,3895,532,0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,72.73,95.45,22,6,1,3631,1043,297,15.0,5.0,4.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
2023-07-07,58.33,100.0,24,10,0,3951,1802,0,19.0,8.0,6.0,,,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
2023-07-08,68.18,90.91,22,7,2,4081,1170,329,15.0,6.0,5.0,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-07-09,91.3,100.0,23,2,0,3842,267,0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,78.26,95.65,23,5,1,3541,1116,246,9.0,3.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2023-07-11,85.71,100.0,21,3,0,3129,585,0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,86.96,100.0,23,3,0,3539,390,0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-07-13,100.0,100.0,22,0,0,3522,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,90.91,100.0,22,2,0,3576,247,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,91.3,95.65,23,2,1,4108,359,184,5.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-16,95.83,100.0,24,1,0,4008,251,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,80.0,100.0,20,4,0,3296,789,0,6.0,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-18,69.57,100.0,23,7,0,3413,1096,0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,
2023-07-19,58.33,100.0,24,10,0,3703,1550,0,17.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
2023-07-20,63.64,100.0,22,8,0,3726,1079,0,14.0,3.0,4.0,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,
2023-07-21,96.0,100.0,25,1,0,4134,151,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-22,91.3,100.0,23,2,0,4023,524,0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-23,91.67,95.83,24,2,1,4468,564,297,5.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023-07-24,87.5,95.83,24,3,1,4395,726,301,4.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-25,68.18,100.0,22,7,0,4146,1567,0,13.0,7.0,4.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-26,87.5,100.0,24,3,0,4480,816,0,7.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
2023-07-27,90.91,95.45,22,2,1,3869,453,169,6.0,,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-07-28,80.0,92.0,25,5,2,4539,867,486,12.0,1.0,4.0,,,,,,,2.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,
2023-07-29,78.26,100.0,23,5,0,4402,1148,0,7.0,3.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-30,73.91,95.65,23,6,1,4069,945,38,10.0,3.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
2023-07-31,79.17,95.83,24,5,1,3767,982,237,6.0,3.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01,90.0,100.0,20,2,0,3717,365,0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-02,95.65,100.0,23,1,0,4050,258,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-03,82.61,100.0,23,4,0,3928,872,0,8.0,1.0,2.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
2023-08-04,91.67,100.0,24,2,0,4166,375,0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05,63.64,100.0,22,8,0,4126,1605,0,10.0,7.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023-08-06,100.0,100.0,22,0,0,3762,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-07,95.83,100.0,24,1,0,4055,292,0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023-08-08,85.71,100.0,21,3,0,3506,647,0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-09,95.65,100.0,23,1,0,4096,297,0,3.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023-08-10,86.36,95.45,22,3,1,4047,477,168,8.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,
2023-08-11,79.17,100.0,24,5,0,4530,710,0,6.0,3.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-12,95.65,100.0,23,1,0,4513,299,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-13,86.96,100.0,23,3,0,4358,715,0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023-08-14,87.5,100.0,24,3,0,4432,509,0,5.0,1.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-15,95.0,100.0,20,1,0,3488,280,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-16,48.15,96.3,27,14,1,4953,2704,295,28.0,7.0,10.0,,,,,,,,,3.0,1.0,,,,,,,,,,2.0,,,,,,,,,5.0,,,,,,,,,,,
2023-08-17,75.0,100.0,24,6,0,4570,1052,0,11.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-18,87.5,100.0,24,3,0,4610,618,0,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2023-08-19,83.33,100.0,24,4,0,4639,667,0,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-20,95.65,100.0,23,1,0,4243,183,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21,100.0,100.0,25,0,0,4609,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-22,91.3,100.0,23,2,0,3737,177,0,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-23,100.0,100.0,24,0,0,4294,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-24,95.83,100.0,24,1,0,4149,287,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-25,100.0,100.0,24,0,0,4239,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-26,95.83,100.0,24,1,0,4145,139,0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-27,95.83,100.0,24,1,0,3532,276,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-28,100.0,100.0,24,0,0,3344,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-29,95.65,100.0,23,1,0,2895,226,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-30,82.61,95.65,23,4,1,3218,824,260,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2023-08-31,83.33,100.0,24,4,0,3835,777,0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,88.0,100.0,25,3,0,4007,413,0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,85.71,100.0,21,3,0,3515,590,0,6.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
2023-09-03,91.67,100.0,24,2,0,4002,293,0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
2023-09-04,91.3,100.0,23,2,0,3992,334,0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,69.57,100.0,23,7,0,3775,1142,0,11.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-06,100.0,100.0,24,0,0,3942,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-07,78.26,100.0,23,5,0,3619,957,0,10.0,3.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2023-09-08,79.17,95.83,24,5,1,3916,784,215,8.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2023-09-09,81.82,100.0,22,4,0,3823,685,0,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,86.36,95.45,22,3,1,3925,750,254,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
2023-09-11,100.0,100.0,22,0,0,3455,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-12,95.65,100.0,23,1,0,3282,242,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-13,91.3,100.0,23,2,0,3616,380,0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023-09-14,82.61,100.0,23,4,0,3785,676,0,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-15,75.0,100.0,24,6,0,4221,1177,0,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,95.45,100.0,22,1,0,3942,247,0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-17,100.0,100.0,22,0,0,3827,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-18,81.82,100.0,22,4,0,3882,810,0,7.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023-09-19,100.0,100.0,23,0,0,3580,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-20,100.0,100.0,23,0,0,3973,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-21,82.61,100.0,23,4,0,3781,739,0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2023-09-22,91.67,100.0,24,2,0,3989,341,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-23,77.27,95.45,22,5,1,3742,947,87,7.0,4.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2023-09-24,100.0,100.0,23,0,0,3823,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-25,95.45,100.0,22,1,0,3175,175,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-26,86.96,100.0,23,3,0,3245,535,0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-27,95.45,100.0,22,1,0,3715,267,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-28,90.91,100.0,22,2,0,3214,499,0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-29,95.65,100.0,23,1,0,3262,61,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,100.0,100.0,22,0,0,3416,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-01,100.0,100.0,24,0,0,3661,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-02,90.91,100.0,22,2,0,3446,342,0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2023-10-03,78.26,100.0,23,5,0,3415,790,0,8.0,6.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-04,86.36,100.0,22,3,0,4155,608,0,5.0,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-05,60.87,100.0,23,9,0,4123,1781,0,13.0,3.0,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
2023-10-06,83.33,100.0,24,4,0,4817,716,0,5.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2023-10-07,54.55,100.0,22,10,0,4784,2271,0,17.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2023-10-08,95.45,100.0,22,1,0,4115,148,0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-09,90.91,95.45,22,2,1,4020,488,291,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,
2023-10-10,95.65,100.0,23,1,0,3506,258,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-11,78.26,100.0,23,5,0,3416,812,0,9.0,2.0,3.0,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
2023-10-12,95.65,100.0,23,1,0,3457,131,0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-13,95.83,100.0,24,1,0,3949,161,0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2023-10-14,100.0,100.0,22,0,0,3808,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-15,95.45,100.0,22,1,0,3915,141,0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-16,95.45,100.0,22,1,0,3891,238,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17,82.61,100.0,23,4,0,3408,601,0,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18,86.36,100.0,22,3,0,3670,480,0,4.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-19,86.96,95.65,23,3,1,3776,527,297,6.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-20,95.83,100.0,24,1,0,4284,158,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-21,59.09,95.45,22,9,1,4136,1932,179,18.0,7.0,8.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2023-10-22,72.73,100.0,22,6,0,4024,1057,0,8.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023-10-23,100.0,100.0,22,0,0,3890,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24,100.0,100.0,23,0,0,3894,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-25,91.3,95.65,23,2,1,3978,197,106,5.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-26,100.0,100.0,23,0,0,3948,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-27,100.0,100.0,23,0,0,3851,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-28,86.36,95.45,22,3,1,3926,557,245,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2023-10-29,81.82,100.0,22,4,0,3684,831,0,6.0,2.0,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-30,100.0,100.0,23,0,0,3345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-31,100.0,100.0,22,0,0,2677,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-01,77.78,100.0,27,6,0,3461,1195,0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-02,82.61,100.0,23,4,0,3507,795,0,7.0,3.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-03,90.48,100.0,21,2,0,3539,320,0,3.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-04,80.95,100.0,21,4,0,3962,824,0,10.0,4.0,3.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2023-11-05,86.36,100.0,22,3,0,4301,698,0,4.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-06,90.91,100.0,22,2,0,3886,285,0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-07,77.27,100.0,22,5,0,3581,998,0,8.0,3.0,3.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-08,80.95,100.0,21,4,0,3784,775,0,5.0,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-09,60.87,100.0,23,9,0,3945,1679,0,12.0,4.0,3.0,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-10,94.74,100.0,19,1,0,3798,182,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-11,77.27,100.0,22,5,0,3966,1022,0,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-12,95.24,100.0,21,1,0,3935,190,0,3.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-13,86.96,95.65,23,3,1,4013,622,194,5.0,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-14,75.0,100.0,20,5,0,3579,1076,0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-15,52.17,91.3,23,11,2,4273,2091,445,15.0,6.0,4.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,
2023-11-16,90.91,100.0,22,2,0,4260,455,0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2023-11-17,72.73,100.0,22,6,0,4325,1374,0,9.0,3.0,4.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-18,68.18,100.0,22,7,0,4286,1369,0,9.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2023-11-19,91.3,100.0,23,2,0,4422,348,0,5.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-20,91.3,100.0,23,2,0,4090,534,0,4.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-21,95.45,100.0,22,1,0,4061,128,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-22,95.45,100.0,22,1,0,4205,81,0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-23,91.67,100.0,24,2,0,4508,443,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-24,66.67,100.0,21,7,0,4292,1234,0,8.0,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2023-11-25,69.57,100.0,23,7,0,4652,1617,0,9.0,5.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
