Period,OTP,TTL FLT,DLY FLT,DLY PAX,DLY Cnt,AD,AE,AF,AG,AM,AS,AT,AX,AZ,CD,CI,CP,CZ,DF,DG,ED,EZ,FA,FF,FL,FR,FZ,GB,GD,GF,GT,GZ,MX,PB,PD,PH,PL,PS,PW,PZ,RA,RL,RZ,SG,TC,TD,TN,TZ,WG,WO,WZ
Overall,81.65,6985,1282,238549,4209,1,1,1840,40,15,44,1659,2,11,1,2,1,2,1,2,1,14,2,2,1,4,63,34,2,30,1,5,18,4,1,19,2,8,5,7,176,48,5,74,4,5,11,21,12,6,2
