Period,OTP,TTL FLT,DLY FLT,DLY PAX,DLY Cnt,AF,AG,AM,AS,AT,AZ,CI,CZ,EZ,FA,FR,FZ,GB,GD,GF,GZ,MX,PH,PS,PW,PZ,RA,RL,RZ,SG,TD,TN,TZ
Overall,80.93,1369,261,50171,807,335,3,15,13,309,1,2,1,1,1,2,11,8,1,6,1,6,3,4,2,1,22,27,1,22,5,1,3
