Period,OTP,Ctl OTP,TTL FLT,DLY FLT,Ctl DLY FLT,TTL PAX,DLY PAX,Ctl DLY PAX,DLY Cnt,AF,AT,DG,EZ,FT,FZ,MX,PB,PH,PZ,RA,RL,RZ,TD
Overall,83.4,99.34,753,125,5,135213,22533,1147,214,92,75,1,1,1,1,1,3,1,1,14,16,3,4
